date_key,state_key,segment_key,technology_key,provider_key,households_total,households_adopted,adoption_rate,penetration_rate,penetration_gap,avg_mrc_usd,new_starts,downgrades
20250301,AZ,LOW_INC,FIBER,PRV01,51882,49300,0.9502,0.99,0.0398,65.18,1851,726
20250301,AZ,LOW_INC,FIBER,PRV03,50373,48276,0.9584,0.99,0.0316,72.18,1253,1555
20250301,AZ,LOW_INC,DSL,PRV01,35070,30608,0.8728,0.9452,0.0725,60.07,1642,214
20250301,AZ,LOW_INC,DSL,PRV03,8792,7265,0.8264,0.8983,0.072,64.7,2014,1388
20250301,AZ,LOW_INC,DSL,PRV04,54054,43518,0.8051,0.8876,0.0825,72.24,1371,895
20250301,AZ,LOW_INC,FWA,PRV01,20096,17485,0.8701,0.906,0.0359,52.59,598,443
20250301,AZ,LOW_INC,FWA,PRV04,65368,57421,0.8784,0.9554,0.0769,60.82,1235,1395
20250301,AZ,MID_INC,FIBER,PRV01,45757,44841,0.98,0.99,0.01,46.43,1567,155
20250301,AZ,MID_INC,FIBER,PRV03,92443,90116,0.9748,0.99,0.0152,78.01,2333,1398
20250301,AZ,MID_INC,FIBER,PRV04,22605,22152,0.98,0.99,0.01,69.55,361,259
20250301,AZ,MID_INC,CABLE,PRV04,45200,41205,0.9116,0.99,0.0784,57.29,1404,543
20250301,AZ,MID_INC,DSL,PRV01,48204,44292,0.9189,0.99,0.0711,47.17,1143,352
20250301,AZ,MID_INC,DSL,PRV04,34562,29417,0.8511,0.934,0.0829,47.46,549,1436
20250301,AZ,MID_INC,FWA,PRV03,74858,71119,0.9501,0.99,0.0399,44.21,1674,374
20250301,AZ,HIGH_INC,FIBER,PRV01,68969,67589,0.98,0.99,0.01,50.92,1239,566
20250301,AZ,HIGH_INC,FIBER,PRV04,86898,85160,0.98,0.99,0.01,40.16,1949,1711
20250301,AZ,HIGH_INC,DSL,PRV02,78303,71614,0.9146,0.99,0.0754,43.2,1691,698
20250301,AZ,HIGH_INC,DSL,PRV03,104673,98644,0.9424,0.99,0.0476,43.1,356,606
20250301,AZ,HIGH_INC,FWA,PRV02,73644,69562,0.9446,0.9723,0.0277,66.03,1866,1009
20250401,AZ,URBAN,FIBER,PRV02,36642,35909,0.98,0.99,0.01,44.17,1498,89
20250401,AZ,URBAN,CABLE,PRV01,54212,51906,0.9575,0.99,0.0325,39.55,601,1580
20250401,AZ,URBAN,CABLE,PRV03,12556,11523,0.9177,0.99,0.0723,71.14,859,1699
20250401,AZ,URBAN,DSL,PRV01,39691,34646,0.8729,0.9438,0.0709,77.3,404,1180
20250401,AZ,URBAN,DSL,PRV03,79381,71582,0.9018,0.9634,0.0616,59.2,2376,295
20250401,AZ,URBAN,DSL,PRV04,46716,41069,0.8791,0.943,0.0638,70.86,1210,1318
20250401,AZ,URBAN,FWA,PRV02,25583,23744,0.9282,0.99,0.0618,68.39,1942,1195
20250401,AZ,URBAN,FWA,PRV03,95245,89376,0.9384,0.9672,0.0288,85.4,357,1438
20250401,AZ,URBAN,FWA,PRV04,97023,89942,0.927,0.99,0.063,83.02,1207,1478
20250401,AZ,SUBURB,CABLE,PRV03,78630,75799,0.964,0.99,0.026,58.75,744,1342
20250401,AZ,SUBURB,CABLE,PRV04,65717,62010,0.9436,0.99,0.0464,64.41,698,417
20250401,AZ,SUBURB,FWA,PRV03,38066,37223,0.9779,0.99,0.0121,42.78,1576,183
20250401,AZ,SUBURB,FWA,PRV04,11395,10369,0.91,0.99,0.08,63.24,1724,860
20250401,AZ,RURAL,FIBER,PRV04,70650,69237,0.98,0.99,0.01,78.11,1223,1652
20250401,AZ,RURAL,CABLE,PRV02,70253,65415,0.9311,0.9797,0.0485,82.67,2304,538
20250401,AZ,RURAL,DSL,PRV03,106200,94631,0.8911,0.9545,0.0635,80.87,2292,1240
20250401,AZ,RURAL,DSL,PRV04,19231,16963,0.8821,0.9496,0.0675,62.15,895,966
20250401,AZ,LOW_INC,FIBER,PRV04,71040,66567,0.937,0.9641,0.027,52.58,1865,1634
20250401,AZ,LOW_INC,CABLE,PRV01,42934,37589,0.8755,0.984,0.1085,87.04,1616,756
20250401,AZ,LOW_INC,CABLE,PRV04,74161,63904,0.8617,0.9182,0.0565,84.25,1762,1718
20250401,AZ,LOW_INC,DSL,PRV04,19362,16101,0.8316,0.9389,0.1072,87.76,1750,520
20250401,AZ,MID_INC,FIBER,PRV02,66444,65115,0.98,0.99,0.01,80.68,1003,1086
20250401,AZ,MID_INC,CABLE,PRV01,99851,89542,0.8968,0.9455,0.0487,75.48,1346,1023
20250401,AZ,MID_INC,CABLE,PRV02,84327,81921,0.9715,0.99,0.0185,52.89,356,335
20250401,AZ,MID_INC,CABLE,PRV03,72494,67173,0.9266,0.9532,0.0266,47.68,2178,788
20250401,AZ,MID_INC,DSL,PRV04,81566,73301,0.8987,0.9557,0.057,60.16,1612,84
20250401,AZ,MID_INC,FWA,PRV01,44315,43040,0.9712,0.99,0.0188,79.82,1976,1639
20250401,AZ,MID_INC,FWA,PRV03,110549,97241,0.8796,0.9317,0.0521,69.68,2350,1552
20250401,AZ,MID_INC,FWA,PRV04,107634,101950,0.9472,0.99,0.0428,74.57,1011,364
20250401,AZ,HIGH_INC,FIBER,PRV01,118943,116564,0.98,0.99,0.01,46.29,701,1456
20250401,AZ,HIGH_INC,FIBER,PRV02,20636,20223,0.98,0.99,0.01,56.05,497,117
20250401,AZ,HIGH_INC,CABLE,PRV01,35025,33153,0.9466,0.99,0.0434,57.27,1024,1595
20250401,AZ,HIGH_INC,CABLE,PRV02,81266,79640,0.98,0.99,0.01,60.64,508,1417
20250401,AZ,HIGH_INC,DSL,PRV02,100287,96757,0.9648,0.99,0.0252,56.92,1566,1746
20250401,AZ,HIGH_INC,DSL,PRV04,8665,8298,0.9577,0.99,0.0323,43.5,2278,1058
20250401,AZ,HIGH_INC,FWA,PRV01,51716,50681,0.98,0.99,0.01,79.34,912,1024
20250501,AZ,URBAN,DSL,PRV04,58659,54167,0.9234,0.99,0.0666,79.41,589,647
20250501,AZ,URBAN,FWA,PRV01,40029,36874,0.9212,0.99,0.0688,80.77,890,1489
20250501,AZ,SUBURB,CABLE,PRV03,115384,106703,0.9248,0.9677,0.043,42.86,1798,1450
20250501,AZ,SUBURB,CABLE,PRV04,73948,72262,0.9772,0.99,0.0128,54.71,1510,731
20250501,AZ,SUBURB,DSL,PRV01,71878,64966,0.9039,0.9828,0.079,59.42,881,900
20250501,AZ,SUBURB,DSL,PRV02,91731,83630,0.9117,0.99,0.0783,59.63,2215,976
20250501,AZ,SUBURB,FWA,PRV01,23079,21814,0.9452,0.9758,0.0306,51.2,1133,1049
20250501,AZ,SUBURB,FWA,PRV02,73197,66348,0.9064,0.99,0.0836,75.1,1056,156
20250501,AZ,SUBURB,FWA,PRV04,59400,54852,0.9234,0.9882,0.0647,87.67,697,613
20250501,AZ,RURAL,FIBER,PRV03,40844,40027,0.98,0.99,0.01,56.59,1957,444
20250501,AZ,RURAL,CABLE,PRV03,119367,111694,0.9357,0.9586,0.0229,59.37,498,159
20250501,AZ,RURAL,DSL,PRV03,57553,52862,0.9185,0.99,0.0715,77.8,517,668
20250501,AZ,RURAL,DSL,PRV04,91381,82797,0.9061,0.9482,0.0421,79.69,951,369
20250501,AZ,RURAL,FWA,PRV01,55704,51544,0.9253,0.99,0.0647,48.43,2005,1651
20250501,AZ,LOW_INC,FIBER,PRV01,64576,61542,0.953,0.9757,0.0227,51.66,2151,193
20250501,AZ,LOW_INC,FIBER,PRV03,51472,48746,0.947,0.99,0.043,59.56,333,621
20250501,AZ,LOW_INC,CABLE,PRV03,60587,50356,0.8312,0.8858,0.0546,71.13,1393,140
20250501,AZ,LOW_INC,CABLE,PRV04,48100,41808,0.8692,0.9022,0.0331,65.69,1037,908
20250501,AZ,LOW_INC,DSL,PRV04,53953,45516,0.8436,0.9337,0.0901,84.09,1838,330
20250501,AZ,LOW_INC,FWA,PRV02,62221,51820,0.8329,0.8836,0.0507,46.87,1071,1395
20250501,AZ,MID_INC,FIBER,PRV03,88611,86838,0.98,0.99,0.01,76.83,280,1303
20250501,AZ,MID_INC,CABLE,PRV04,106040,98032,0.9245,0.9467,0.0222,73.51,2223,342
20250501,AZ,MID_INC,DSL,PRV01,52428,47584,0.9076,0.99,0.0824,82.91,625,837
20250501,AZ,HIGH_INC,FIBER,PRV01,72019,70578,0.98,0.99,0.01,69.37,151,709
20250501,AZ,HIGH_INC,FIBER,PRV02,55549,54438,0.98,0.99,0.01,85.61,1933,166
20250501,AZ,HIGH_INC,FIBER,PRV03,79527,77936,0.98,0.99,0.01,57.61,2286,1446
20250501,AZ,HIGH_INC,FIBER,PRV04,102207,100162,0.98,0.99,0.01,41.39,1103,927
20250501,AZ,HIGH_INC,CABLE,PRV01,71057,69635,0.98,0.99,0.01,48.99,171,1771
20250501,AZ,HIGH_INC,CABLE,PRV02,99654,97110,0.9745,0.99,0.0155,60.66,1319,1021
20250501,AZ,HIGH_INC,FWA,PRV02,60158,58954,0.98,0.99,0.01,39.16,1051,1206
20250601,AZ,URBAN,FIBER,PRV03,115427,113118,0.98,0.99,0.01,64.44,545,621
20250601,AZ,URBAN,FIBER,PRV04,92940,91081,0.98,0.99,0.01,84.23,387,1003
20250601,AZ,URBAN,CABLE,PRV03,113305,100231,0.8846,0.9314,0.0468,67.19,741,814
20250601,AZ,URBAN,DSL,PRV01,33417,31085,0.9302,0.9503,0.0201,74.33,1117,1786
20250601,AZ,URBAN,DSL,PRV02,52130,46052,0.8834,0.9454,0.062,78.36,730,426
20250601,AZ,URBAN,DSL,PRV03,56058,50470,0.9003,0.9679,0.0676,69.48,1803,967
20250601,AZ,URBAN,DSL,PRV04,73110,65658,0.8981,0.99,0.0919,47.97,864,1534
20250601,AZ,URBAN,FWA,PRV03,91349,81427,0.8914,0.9205,0.0292,66.53,1915,560
20250601,AZ,SUBURB,FIBER,PRV04,40600,39788,0.98,0.99,0.01,71.43,261,89
20250601,AZ,SUBURB,CABLE,PRV02,82447,76967,0.9335,0.99,0.0565,42.49,1208,432
20250601,AZ,SUBURB,CABLE,PRV03,18503,17479,0.9447,0.99,0.0453,56.29,1291,1702
20250601,AZ,SUBURB,DSL,PRV01,72394,64804,0.8952,0.9883,0.0931,51.86,421,1687
20250601,AZ,SUBURB,DSL,PRV02,21803,19636,0.9006,0.9542,0.0536,53.16,2230,866
20250601,AZ,SUBURB,DSL,PRV03,21280,19344,0.909,0.99,0.081,78.56,698,1136
20250601,AZ,SUBURB,DSL,PRV04,51554,45938,0.8911,0.99,0.0989,79.18,1308,733
20250601,AZ,RURAL,CABLE,PRV02,13540,12686,0.9369,0.99,0.0531,67.89,178,801
20250601,AZ,RURAL,CABLE,PRV03,36122,33046,0.9149,0.99,0.0751,88.48,1731,1667
20250601,AZ,RURAL,DSL,PRV02,43113,39392,0.9137,0.99,0.0763,46.23,2156,1496
20250601,AZ,RURAL,DSL,PRV03,117735,105772,0.8984,0.9618,0.0634,56.5,832,757
20250601,AZ,LOW_INC,FIBER,PRV01,94040,87135,0.9266,0.9804,0.0538,88.24,1675,238
20250601,AZ,LOW_INC,FIBER,PRV04,109202,104944,0.961,0.99,0.029,43.55,2081,485
20250601,AZ,LOW_INC,DSL,PRV01,56963,47497,0.8338,0.8611,0.0273,85.04,1196,639
20250601,AZ,LOW_INC,DSL,PRV02,23118,19571,0.8466,0.954,0.1074,49.99,986,1240
20250601,AZ,LOW_INC,DSL,PRV04,62164,53160,0.8552,0.8892,0.0341,69.3,2096,105
20250601,AZ,LOW_INC,FWA,PRV01,109373,97344,0.89,0.9628,0.0728,73.38,1559,739
20250601,AZ,LOW_INC,FWA,PRV03,62983,55015,0.8735,0.9252,0.0517,86.42,403,616
20250601,AZ,MID_INC,FIBER,PRV01,14076,13794,0.98,0.99,0.01,44.94,809,125
20250601,AZ,MID_INC,FIBER,PRV02,24313,23826,0.98,0.99,0.01,62.71,879,269
20250601,AZ,MID_INC,FIBER,PRV03,37198,36454,0.98,0.99,0.01,82.49,379,1019
20250601,AZ,MID_INC,DSL,PRV01,89568,82943,0.926,0.963,0.037,41.99,1159,935
20250601,AZ,HIGH_INC,FIBER,PRV04,42772,41916,0.98,0.99,0.01,62.97,2030,704
20250601,AZ,HIGH_INC,CABLE,PRV03,81580,79948,0.98,0.99,0.01,81.64,2185,1342
20250601,AZ,HIGH_INC,DSL,PRV01,27906,27065,0.9699,0.99,0.0201,43.92,1021,1282
20250601,AZ,HIGH_INC,DSL,PRV02,107319,105172,0.98,0.99,0.01,76.83,1015,759
20250601,AZ,HIGH_INC,DSL,PRV04,79060,74814,0.9463,0.99,0.0437,73.72,957,465
20250601,AZ,HIGH_INC,FWA,PRV01,112120,109877,0.98,0.99,0.01,39.92,811,209
20250601,AZ,HIGH_INC,FWA,PRV03,49739,48744,0.98,0.99,0.01,85.75,885,244
20250601,AZ,HIGH_INC,FWA,PRV04,98171,95925,0.9771,0.99,0.0129,70.15,1792,1405
20250701,AZ,URBAN,FIBER,PRV02,60858,59640,0.98,0.99,0.01,69.04,404,1364
20250701,AZ,URBAN,CABLE,PRV01,22479,21366,0.9505,0.99,0.0395,77.94,322,1271
20250701,AZ,URBAN,DSL,PRV02,35214,30744,0.8731,0.9762,0.1032,56.28,121,439
20250701,AZ,URBAN,DSL,PRV03,111923,98484,0.8799,0.9139,0.034,63.11,1170,593
20250701,AZ,URBAN,FWA,PRV03,37549,36129,0.9622,0.99,0.0278,66.81,171,224
20250701,AZ,URBAN,FWA,PRV04,13344,12657,0.9486,0.99,0.0414,86.16,2187,1002
20250701,AZ,SUBURB,FIBER,PRV01,100325,98318,0.98,0.99,0.01,77.23,850,1392
20250701,AZ,SUBURB,FIBER,PRV02,116308,113981,0.98,0.99,0.01,64.34,2062,747
20250701,AZ,SUBURB,FIBER,PRV03,112412,110163,0.98,0.99,0.01,74.99,816,1482
20250701,AZ,SUBURB,FIBER,PRV04,118586,116214,0.98,0.99,0.01,80.34,1970,88
20250701,AZ,SUBURB,CABLE,PRV01,36121,33564,0.9292,0.98,0.0508,55.05,750,1675
20250701,AZ,SUBURB,CABLE,PRV03,83618,77994,0.9328,0.99,0.0572,87.08,1896,104
20250701,AZ,SUBURB,FWA,PRV02,53593,51126,0.954,0.99,0.036,53.78,426,673
20250701,AZ,RURAL,FIBER,PRV01,64407,63118,0.98,0.99,0.01,83.83,1498,1014
20250701,AZ,RURAL,FIBER,PRV04,30121,29518,0.98,0.99,0.01,84.53,2153,481
20250701,AZ,RURAL,CABLE,PRV03,24795,22961,0.9261,0.9743,0.0482,68.31,747,1318
20250701,AZ,RURAL,DSL,PRV02,49597,44774,0.9028,0.9843,0.0815,41.58,1021,82
20250701,AZ,RURAL,DSL,PRV03,81828,72764,0.8892,0.9398,0.0506,72.91,2349,693
20250701,AZ,RURAL,FWA,PRV02,115873,107041,0.9238,0.9657,0.0419,40.91,1305,1680
20250701,AZ,RURAL,FWA,PRV04,100336,94915,0.946,0.99,0.044,45.3,2102,184
20250701,AZ,LOW_INC,FIBER,PRV04,58746,55489,0.9446,0.99,0.0454,69.61,788,301
20250701,AZ,LOW_INC,CABLE,PRV01,109631,96169,0.8772,0.9169,0.0397,44.0,1647,1252
20250701,AZ,LOW_INC,CABLE,PRV02,117848,106195,0.9011,0.9694,0.0683,48.46,587,1498
20250701,AZ,LOW_INC,CABLE,PRV03,75651,68074,0.8999,0.9826,0.0827,88.22,869,1590
20250701,AZ,LOW_INC,DSL,PRV03,71350,61256,0.8585,0.8875,0.029,67.79,1059,317
20250701,AZ,LOW_INC,FWA,PRV03,109050,94390,0.8656,0.9645,0.099,78.41,798,86
20250701,AZ,MID_INC,FIBER,PRV03,23437,22968,0.98,0.99,0.01,78.79,465,484
20250701,AZ,MID_INC,FIBER,PRV04,52372,51324,0.98,0.99,0.01,49.69,1652,944
20250701,AZ,MID_INC,CABLE,PRV02,9952,8831,0.8874,0.9398,0.0524,79.67,207,658
20250701,AZ,MID_INC,CABLE,PRV03,106942,102731,0.9606,0.99,0.0294,52.04,559,1520
20250701,AZ,MID_INC,CABLE,PRV04,85407,79227,0.9276,0.9553,0.0276,66.87,1262,1610
20250701,AZ,MID_INC,DSL,PRV01,44019,39933,0.9072,0.99,0.0828,65.75,1824,1764
20250701,AZ,MID_INC,DSL,PRV02,46430,41171,0.8867,0.9763,0.0895,53.72,350,1587
20250701,AZ,MID_INC,FWA,PRV02,95787,88349,0.9224,0.99,0.0676,88.55,2096,985
20250701,AZ,MID_INC,FWA,PRV03,25523,23507,0.921,0.9651,0.0441,67.07,976,1009
20250701,AZ,HIGH_INC,CABLE,PRV01,33832,32665,0.9655,0.99,0.0245,59.74,2219,287
20250701,AZ,HIGH_INC,CABLE,PRV03,81919,80064,0.9774,0.99,0.0126,55.92,380,1670
20250701,AZ,HIGH_INC,FWA,PRV04,81010,79389,0.98,0.99,0.01,74.94,789,1303
20250801,AZ,URBAN,FIBER,PRV03,47972,47012,0.98,0.99,0.01,73.2,2285,1769
20250801,AZ,URBAN,FIBER,PRV04,13470,13200,0.98,0.99,0.01,67.77,2150,1579
20250801,AZ,URBAN,CABLE,PRV03,74328,69721,0.938,0.99,0.052,64.88,758,326
20250801,AZ,URBAN,DSL,PRV02,37818,33291,0.8803,0.9468,0.0664,40.19,960,1116
20250801,AZ,URBAN,DSL,PRV03,36892,32310,0.8758,0.918,0.0422,41.9,2276,1781
20250801,AZ,URBAN,DSL,PRV04,12186,11020,0.9044,0.9614,0.057,87.11,1758,744
20250801,AZ,URBAN,FWA,PRV01,94876,86104,0.9076,0.99,0.0824,42.92,786,303
20250801,AZ,URBAN,FWA,PRV02,16488,15562,0.9439,0.9876,0.0437,64.45,1396,348
20250801,AZ,SUBURB,FIBER,PRV01,21565,21133,0.98,0.99,0.01,43.98,1671,1051
20250801,AZ,SUBURB,CABLE,PRV01,51075,48857,0.9566,0.9822,0.0256,70.9,1691,1063
20250801,AZ,SUBURB,DSL,PRV02,64275,56993,0.8867,0.9854,0.0987,54.31,1143,95
20250801,AZ,SUBURB,FWA,PRV04,89808,84249,0.9381,0.978,0.0399,76.58,1985,1375
20250801,AZ,RURAL,FIBER,PRV01,34898,34200,0.98,0.99,0.01,47.81,1566,745
20250801,AZ,RURAL,FIBER,PRV03,111714,109479,0.98,0.99,0.01,62.65,1161,544
20250801,AZ,RURAL,CABLE,PRV01,30580,27673,0.9049,0.9356,0.0307,76.2,2024,106
20250801,AZ,RURAL,CABLE,PRV04,15578,14395,0.9241,0.989,0.0649,53.11,1511,200
20250801,AZ,RURAL,DSL,PRV01,34861,32419,0.93,0.99,0.06,54.16,2188,1350
20250801,AZ,RURAL,DSL,PRV02,101356,90543,0.8933,0.9139,0.0206,57.89,2262,1185
20250801,AZ,RURAL,DSL,PRV04,20617,18742,0.9091,0.9717,0.0626,56.16,259,384
20250801,AZ,RURAL,FWA,PRV04,105677,99291,0.9396,0.99,0.0504,65.62,366,1329
20250801,AZ,LOW_INC,FIBER,PRV01,114097,108884,0.9543,0.99,0.0357,49.64,2011,977
20250801,AZ,LOW_INC,CABLE,PRV03,81423,73505,0.9028,0.9533,0.0505,72.97,2035,543
20250801,AZ,LOW_INC,DSL,PRV04,33668,28124,0.8353,0.9357,0.1004,79.3,1244,794
20250801,AZ,LOW_INC,FWA,PRV04,9680,7950,0.8214,0.9069,0.0856,82.51,2066,786
20250801,AZ,MID_INC,FIBER,PRV01,117155,114811,0.98,0.99,0.01,83.5,240,233
20250801,AZ,MID_INC,FIBER,PRV02,111130,108907,0.98,0.99,0.01,54.29,1468,1032
20250801,AZ,MID_INC,FIBER,PRV04,44284,43398,0.98,0.99,0.01,41.52,1596,980
20250801,AZ,MID_INC,CABLE,PRV03,92957,82883,0.8916,0.9437,0.0521,58.41,1738,823
20250801,AZ,MID_INC,DSL,PRV01,22974,20630,0.898,0.9315,0.0335,42.06,581,1753
20250801,AZ,MID_INC,DSL,PRV03,25584,22800,0.8912,0.99,0.0988,48.16,960,899
20250801,AZ,MID_INC,FWA,PRV01,49526,46223,0.9333,0.99,0.0567,52.56,1270,946
20250801,AZ,MID_INC,FWA,PRV04,114674,106894,0.9322,0.9541,0.0219,82.53,594,1712
20250801,AZ,HIGH_INC,CABLE,PRV02,66519,65188,0.98,0.99,0.01,88.29,1424,1676
20250801,AZ,HIGH_INC,FWA,PRV03,78899,75093,0.9518,0.9857,0.034,83.95,1645,290
20250801,AZ,HIGH_INC,FWA,PRV04,16601,16268,0.98,0.99,0.01,43.11,1869,941
20250901,AZ,URBAN,FIBER,PRV02,43465,42595,0.98,0.99,0.01,80.44,1653,1072
20250901,AZ,URBAN,CABLE,PRV01,37631,34515,0.9172,0.9594,0.0422,43.65,720,231
20250901,AZ,URBAN,CABLE,PRV03,98037,93775,0.9565,0.99,0.0335,83.93,1569,1194
20250901,AZ,URBAN,DSL,PRV03,44358,39671,0.8943,0.99,0.0957,64.02,1038,1560
20250901,AZ,URBAN,FWA,PRV01,99527,93474,0.9392,0.99,0.0508,74.37,255,1459
20250901,AZ,URBAN,FWA,PRV03,18558,17300,0.9322,0.99,0.0578,77.0,241,317
20250901,AZ,SUBURB,FIBER,PRV02,45651,44183,0.9678,0.99,0.0222,64.7,2321,1489
20250901,AZ,SUBURB,FIBER,PRV03,55448,54339,0.98,0.99,0.01,67.8,537,1439
20250901,AZ,SUBURB,CABLE,PRV02,13524,12815,0.9476,0.99,0.0424,52.32,1731,1278
20250901,AZ,SUBURB,CABLE,PRV03,71437,68144,0.9539,0.979,0.0251,70.89,635,1174
20250901,AZ,SUBURB,FWA,PRV04,86120,83108,0.965,0.99,0.025,65.23,2239,1192
20250901,AZ,RURAL,FIBER,PRV04,79964,78364,0.98,0.99,0.01,54.89,2159,1408
20250901,AZ,RURAL,CABLE,PRV02,53243,48664,0.914,0.9792,0.0652,43.01,2121,878
20250901,AZ,RURAL,CABLE,PRV04,91649,87363,0.9532,0.99,0.0368,81.47,261,259
20250901,AZ,RURAL,FWA,PRV03,85941,80530,0.937,0.9862,0.0492,70.62,1862,1053
20250901,AZ,RURAL,FWA,PRV04,54160,49999,0.9232,0.9744,0.0512,79.59,671,1445
20250901,AZ,LOW_INC,FIBER,PRV02,91325,89498,0.98,0.99,0.01,67.18,1033,982
20250901,AZ,LOW_INC,FIBER,PRV03,25479,23911,0.9385,0.99,0.0515,70.35,358,325
20250901,AZ,LOW_INC,CABLE,PRV01,65130,57556,0.8837,0.9437,0.06,43.29,669,1027
20250901,AZ,LOW_INC,CABLE,PRV02,60806,52601,0.8651,0.9254,0.0603,47.89,149,285
20250901,AZ,LOW_INC,CABLE,PRV04,107115,97782,0.9129,0.9832,0.0703,88.17,1284,321
20250901,AZ,LOW_INC,DSL,PRV04,87739,74992,0.8547,0.9203,0.0656,50.3,2229,1641
20250901,AZ,LOW_INC,FWA,PRV02,112535,97095,0.8628,0.9651,0.1023,84.59,1283,473
20250901,AZ,MID_INC,FIBER,PRV01,69150,67767,0.98,0.99,0.01,65.68,1222,996
20250901,AZ,MID_INC,FIBER,PRV02,103474,101404,0.98,0.99,0.01,79.77,1412,1669
20250901,AZ,MID_INC,CABLE,PRV04,112480,103948,0.9241,0.9474,0.0233,56.19,410,93
20250901,AZ,MID_INC,DSL,PRV01,42564,37329,0.877,0.9405,0.0634,46.04,1718,762
20250901,AZ,MID_INC,DSL,PRV04,34210,31264,0.9139,0.99,0.0761,43.79,1291,225
20250901,AZ,MID_INC,FWA,PRV03,42504,41228,0.97,0.99,0.02,58.86,1330,232
20250901,AZ,HIGH_INC,CABLE,PRV01,67847,66490,0.98,0.99,0.01,86.93,555,789
20250901,AZ,HIGH_INC,DSL,PRV01,85661,82415,0.9621,0.9899,0.0277,73.09,1524,1551
20250901,AZ,HIGH_INC,DSL,PRV04,50072,48051,0.9596,0.99,0.0304,69.9,900,292
20250901,AZ,HIGH_INC,FWA,PRV04,64882,63584,0.98,0.99,0.01,56.29,852,1043
20251001,AZ,URBAN,FIBER,PRV02,100167,98163,0.98,0.99,0.01,52.41,1346,744
20251001,AZ,URBAN,CABLE,PRV04,20173,18455,0.9149,0.99,0.0751,83.74,430,1595
20251001,AZ,URBAN,FWA,PRV01,10026,9463,0.9439,0.9803,0.0365,81.33,1716,1608
20251001,AZ,URBAN,FWA,PRV02,116785,110154,0.9432,0.99,0.0468,78.89,1356,1360
20251001,AZ,SUBURB,FIBER,PRV02,79836,78239,0.98,0.99,0.01,67.68,2029,1496
20251001,AZ,SUBURB,FIBER,PRV03,13662,13388,0.98,0.99,0.01,44.78,1998,231
20251001,AZ,SUBURB,CABLE,PRV02,68978,66762,0.9679,0.99,0.0221,71.85,1900,921
20251001,AZ,SUBURB,DSL,PRV04,42833,38537,0.8997,0.9206,0.0209,46.25,591,1095
20251001,AZ,SUBURB,FWA,PRV01,33767,32689,0.9681,0.99,0.0219,82.55,128,1787
20251001,AZ,RURAL,FIBER,PRV02,25414,24905,0.98,0.99,0.01,50.64,1976,1439
20251001,AZ,RURAL,CABLE,PRV02,23824,22644,0.9505,0.99,0.0395,44.01,383,841
20251001,AZ,RURAL,DSL,PRV04,92048,85418,0.928,0.99,0.062,61.16,961,1064
20251001,AZ,RURAL,FWA,PRV02,86865,83048,0.9561,0.99,0.0339,57.4,2204,360
20251001,AZ,LOW_INC,FIBER,PRV04,42379,41531,0.98,0.99,0.01,88.87,600,1345
20251001,AZ,LOW_INC,CABLE,PRV01,25846,22779,0.8814,0.9049,0.0236,57.45,1930,1515
20251001,AZ,LOW_INC,FWA,PRV01,36992,32221,0.871,0.967,0.096,71.28,2076,1775
20251001,AZ,LOW_INC,FWA,PRV02,102819,88420,0.86,0.9226,0.0626,81.1,1426,123
20251001,AZ,MID_INC,FIBER,PRV03,84707,83012,0.98,0.99,0.01,51.72,1776,677
20251001,AZ,MID_INC,CABLE,PRV01,100379,95591,0.9523,0.99,0.0377,53.32,2291,1442
20251001,AZ,MID_INC,DSL,PRV01,92100,85587,0.9293,0.9737,0.0444,56.7,351,1636
20251001,AZ,MID_INC,DSL,PRV02,119878,111519,0.9303,0.9726,0.0423,45.87,1340,408
20251001,AZ,MID_INC,DSL,PRV03,26956,25053,0.9294,0.99,0.0606,56.5,1228,1743
20251001,AZ,MID_INC,FWA,PRV02,40136,39281,0.9787,0.99,0.0113,67.88,362,316
20251001,AZ,MID_INC,FWA,PRV04,36946,33731,0.913,0.99,0.077,63.67,171,1014
20251001,AZ,HIGH_INC,FIBER,PRV03,15744,15429,0.98,0.99,0.01,62.98,1818,1503
20251001,AZ,HIGH_INC,FIBER,PRV04,9550,9359,0.98,0.99,0.01,78.79,212,145
20251001,AZ,HIGH_INC,CABLE,PRV02,100960,98940,0.98,0.99,0.01,70.64,1614,803
20251001,AZ,HIGH_INC,DSL,PRV02,42028,39616,0.9426,0.99,0.0474,74.05,2395,1738
20251001,AZ,HIGH_INC,DSL,PRV04,99743,94993,0.9524,0.99,0.0376,59.09,303,1183
20251101,AZ,URBAN,FIBER,PRV02,108916,106737,0.98,0.99,0.01,62.63,1860,220
20251101,AZ,URBAN,CABLE,PRV03,61561,58502,0.9503,0.99,0.0397,67.24,1232,879
20251101,AZ,URBAN,FWA,PRV01,104243,100023,0.9595,0.99,0.0305,78.07,868,1130
20251101,AZ,URBAN,FWA,PRV02,96713,92894,0.9605,0.99,0.0295,66.32,1629,846
20251101,AZ,SUBURB,CABLE,PRV01,83547,76928,0.9208,0.99,0.0692,58.89,651,1580
20251101,AZ,SUBURB,DSL,PRV02,35312,32873,0.9309,0.99,0.0591,88.72,1466,1118
20251101,AZ,SUBURB,FWA,PRV03,56569,54971,0.9718,0.99,0.0182,44.74,442,596
